pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_eqt,st_spectype,st_teff,disc_pubdate,pl_orbsmax
"AU Mic b","AU Mic",,17.10000,8.46321000,,"M1",3700.00,"2020-06",
"AU Mic b","AU Mic",4.070,17.00000,8.46300000,5.93000000000e+02,,3700.00,"2020-06",0.064500
"AU Mic b","AU Mic",,,8.46321000,,,,"2020-06",
"Kepler-843 b","Kepler-843",,,2.05388429,,,5621.00,"2016-05",
"Kepler-843 b","Kepler-843",2.590,,2.05387982,,,5830.00,"2016-05",
"Kepler-843 b","Kepler-843",2.290,,,,,5631.00,"2016-05",
"Kepler-843 b","Kepler-843",,,2.05389597,,,5621.00,"2016-05",
"Kepler-843 b","Kepler-843",2.290,,2.05387982,1.37900000000e+03,,5868.00,"2016-05",0.031500
"Kepler-843 b","Kepler-843",2.290,,2.05387982,1.37900000000e+03,,5868.00,"2016-05",0.031500
"Kepler-843 b","Kepler-843",2.740,,2.05388477,1.52300000000e+03,,5632.00,"2016-05",0.031300
"Kepler-843 b","Kepler-843",2.310,,2.05389900,1.35900000000e+03,,5853.00,"2016-05",0.032000
"Kepler-843 b","Kepler-843",2.290,,2.05387982,1.37900000000e+03,,5868.00,"2016-05",0.031500
"Kepler-843 b","Kepler-843",,,2.05388477,,,5621.00,"2016-05",
"GJ 338 B b","GJ 338 B",,,24.45000000,3.91000000000e+02,"M0.0 V",4005.00,"2020-05",0.141000
"GJ 338 B b","GJ 338 B",,,24.42200000,,"M0 V",4014.00,"2020-05",0.142000
"OGLE-2017-BLG-0406L b","OGLE-2017-BLG-0406L",,,,,,,"2020-08",
"OGLE-2017-BLG-0406L b","OGLE-2017-BLG-0406L",,130.00000,,,,,"2020-08",3.500000
"Kepler-160 d","Kepler-160",,100.00000,30.00000000,,,5471.00,"2020-06",0.170000
"WASP-148 b","WASP-148",,,8.80384300,,,,"2020-08",
"WASP-148 b","WASP-148",8.070,92.17024,8.80381000,,,5460.00,"2020-08",
"WASP-148 b","WASP-148",8.901,,8.80368030,8.13000000000e+02,,5701.00,"2020-08",
"WASP-148 b","WASP-148",8.967,112.51126,8.80354400,,,5437.00,"2020-08",
"WASP-148 b","WASP-148",8.093,92.48853,8.80381000,9.40000000000e+02,"G",5460.00,"2020-08",0.084500
"WASP-148 b","WASP-148",8.474,91.21675,8.80380900,,,5555.00,"2020-08",0.082150
"WASP-148 c","WASP-148",,127.13200,34.51600000,5.90000000000e+02,"G",5460.00,"2020-08",0.210100
"WASP-148 c","WASP-148",,124.58874,34.52400000,,,5555.00,"2020-08",0.204400
"WASP-148 c","WASP-148",,,34.52700000,,,5437.00,"2020-08",
"TOI-1728 b","TOI-1728",4.939,,3.49139520,7.18000000000e+02,,3907.00,"2020-08",
"TOI-1728 b","TOI-1728",,,3.49151600,,"M0",3980.00,"2020-08",
"TOI-1728 b","TOI-1728",,,3.49140500,,"M0",3980.00,"2020-08",
"TOI-1728 b","TOI-1728",5.050,26.78000,3.49151000,7.67000000000e+02,"M0",3980.00,"2020-08",0.039100
"NGTS-11 b","NGTS-11",,,35.45598400,,,,"2020-07",
"NGTS-11 b","NGTS-11",9.158,109.33352,35.45533000,4.35000000000e+02,"K",5050.00,"2020-07",0.201000
"NGTS-11 b","NGTS-11",8.981,,35.45579450,4.85000000000e+02,,5076.00,"2020-07",
"GJ 887 b","GJ 887",,,9.26200000,4.68000000000e+02,"M1 V",3688.00,"2020-06",0.068000
"GJ 887 c","GJ 887",,,21.78900000,3.52000000000e+02,"M1 V",3688.00,"2020-06",0.120000
"TOI-849 b","TOI-849",3.541,,0.76566000,1.93200000000e+03,,5311.00,"2020-07",
"TOI-849 b","TOI-849",3.640,41.80000,0.76554800,,,5257.00,"2020-07",0.015500
"TOI-849 b","TOI-849",3.444,39.09000,0.76552414,,"G",5373.80,"2020-07",0.015980
"Kepler-842 b","Kepler-842",1.523,,,,,4836.00,"2016-05",
"Kepler-842 b","Kepler-842",,,1.21957022,,,4668.00,"2016-05",
"Kepler-842 b","Kepler-842",1.600,,1.21956827,,,4848.00,"2016-05",
"Kepler-842 b","Kepler-842",1.580,,1.21956827,1.26400000000e+03,,4845.00,"2016-05",0.020400
"Kepler-842 b","Kepler-842",1.580,,1.21956827,1.26400000000e+03,,4845.00,"2016-05",0.020400
"Kepler-842 b","Kepler-842",1.580,,1.21956827,1.26400000000e+03,,4845.00,"2016-05",0.020400
"Kepler-842 b","Kepler-842",,,1.21956877,,,4668.00,"2016-05",
"Kepler-842 b","Kepler-842",1.510,,1.21956805,1.25200000000e+03,,4838.00,"2016-05",0.020400
"Kepler-842 b","Kepler-842",1.470,,1.21958470,1.19400000000e+03,,4797.00,"2016-05",0.020000
"Kepler-842 b","Kepler-842",,,1.21956805,,,4668.00,"2016-05",
"Wendelstein-1 b","Wendelstein-1",11.561,188.15536,2.66341600,2.19800000000e+03,"K7 V",4251.00,"2020-07",0.028200
"Wendelstein-1 b","Wendelstein-1",13.686,,2.66341539,8.32679649502e+02,,4051.00,"2020-07",
"Wendelstein-2 b","Wendelstein-2",12.993,232.33373,1.75222390,2.47000000000e+03,"K6 V",4591.00,"2020-07",0.023400
"Wendelstein-2 b","Wendelstein-2",20.318,,1.75221702,1.04544542980e+03,,4355.00,"2020-07",
"HD 95338 b","HD 95338",4.366,,55.08700000,5.62000000000e+02,,5175.00,"2020-06",
"HD 95338 b","HD 95338",3.890,42.44000,55.08700000,3.85000000000e+02,"K0.5 V",5212.00,"2020-06",0.262000
"HD 191939 b","HD 191939",,,8.88031800,,"G8 V",5427.00,"2020-09",
"HD 191939 b","HD 191939",3.395,9.60000,8.88032320,8.18693652876e+02,,5385.00,"2020-09",0.079000
"HD 191939 b","HD 191939",,,8.88032000,,,5348.00,"2020-09",0.078000
"HD 191939 b","HD 191939",3.199,,8.88032470,8.35000000000e+02,,5555.70,"2020-09",
"HD 191939 b","HD 191939",3.420,,8.88040300,8.12000000000e+02,"G8 V",5427.00,"2020-09",0.081400
"HD 191939 b","HD 191939",3.390,10.40000,8.88029000,8.93000000000e+02,"G9 V",5348.00,"2020-09",0.078000
"HD 191939 b","HD 191939",3.410,10.00000,8.88032560,8.80000000000e+02,"G9 V",5348.00,"2020-09",0.080400
"HD 191939 c","HD 191939",3.195,8.00000,28.57974300,6.00000000000e+02,"G9 V",5348.00,"2020-09",0.175200
"HD 191939 c","HD 191939",,,28.58050000,,,5348.00,"2020-09",0.170000
"HD 191939 c","HD 191939",,,28.57968000,,"G8 V",5427.00,"2020-09",
"HD 191939 c","HD 191939",3.182,6.10000,28.57988900,5.54511210277e+02,,5385.00,"2020-09",0.171000
"HD 191939 c","HD 191939",2.560,,28.58045710,5.27000000000e+02,,5555.70,"2020-09",
"HD 191939 c","HD 191939",3.230,,28.58059000,5.52000000000e+02,"G8 V",5427.00,"2020-09",0.176200
"HD 191939 c","HD 191939",3.080,7.20000,28.58050000,6.05000000000e+02,"G9 V",5348.00,"2020-09",0.170000
"HD 191939 d","HD 191939",,,38.35240000,,,5348.00,"2020-09",0.210000
"HD 191939 d","HD 191939",2.995,2.80000,38.35303700,5.40000000000e+02,"G9 V",5348.00,"2020-09",0.213200
"HD 191939 d","HD 191939",3.117,2.20000,38.35256200,5.02729262871e+02,,5385.00,"2020-09",0.209000
"HD 191939 d","HD 191939",3.160,,38.35610000,4.99000000000e+02,"G8 V",5427.00,"2020-09",0.215000
"HD 191939 d","HD 191939",3.040,5.80000,38.35250000,5.49000000000e+02,"G9 V",5348.00,"2020-09",0.207000
"HD 191939 d","HD 191939",2.617,,38.35134950,6.25000000000e+02,,5555.70,"2020-09",
"TOI-700 b","TOI-700",1.010,,9.97701000,,"M2 V",3480.00,"2020-09",0.063700
"TOI-700 b","TOI-700",1.037,,9.97702000,4.17000000000e+02,,3461.00,"2020-09",0.067700
"TOI-700 b","TOI-700",0.962,,9.97727296,3.84055942002e+02,,3482.00,"2020-09",
"TOI-700 b","TOI-700",0.914,,9.97721900,,"M2.5 V",3459.00,"2020-09",0.067700
"TOI-700 c","TOI-700",2.587,,16.05110598,3.27765661599e+02,,3482.00,"2020-09",
"TOI-700 c","TOI-700",2.630,,16.05109800,,"M2 V",3480.00,"2020-09",0.092500
"TOI-700 c","TOI-700",2.650,,16.05111000,3.56000000000e+02,,3461.00,"2020-09",0.092900
"TOI-700 c","TOI-700",2.600,,16.05113700,,"M2.5 V",3459.00,"2020-09",0.092900
"TOI-700 c","TOI-700",,,16.05111500,,"M2 V",3480.00,"2020-09",
"TOI-700 d","TOI-700",1.073,,37.42396000,,"M2.5 V",3459.00,"2020-09",0.163300
"TOI-700 d","TOI-700",1.190,,37.42600000,,"M2 V",3480.00,"2020-09",0.163000
"TOI-700 d","TOI-700",1.144,,37.42475000,2.68800000000e+02,,3461.00,"2020-09",0.163300
"TOI-700 d","TOI-700",1.330,,37.42368383,2.47181669766e+02,,3482.00,"2020-09",
"TYC 8998-760-1 c","TYC 8998-760-1",12.330,1906.98000,,1.24000000000e+03,,,"2020-07",320.000000
"TYC 8998-760-1 c","TYC 8998-760-1",,2288.36453,,,,,"2020-07",
"Kepler-841 b","Kepler-841",5.230,,124.41983980,,,5324.00,"2016-05",
"Kepler-841 b","Kepler-841",4.670,,124.41983980,3.04000000000e+02,,5446.00,"2016-05",0.449400
"Kepler-841 b","Kepler-841",5.049,,,,,5023.00,"2016-05",
"Kepler-841 b","Kepler-841",5.200,,124.41949000,3.15000000000e+02,,5503.00,"2016-05",0.471000
"Kepler-841 b","Kepler-841",,,124.41987924,,,5177.00,"2016-05",
"Kepler-841 b","Kepler-841",4.670,,124.41983980,3.04000000000e+02,,5446.00,"2016-05",0.449400
"Kepler-841 b","Kepler-841",10.300,,124.41971750,4.16000000000e+02,,5066.00,"2016-05",0.479000
"Kepler-841 b","Kepler-841",4.670,,124.41983980,3.04000000000e+02,,5446.00,"2016-05",0.449400
"Kepler-841 b","Kepler-841",,,124.41971750,,,5177.00,"2016-05",
"BD-11 4672 c","BD-11 4672",,,74.20000000,,,4550.00,"2020-09",0.300000
"HIP 67522 b","HIP 67522",10.070,,6.95950300,1.17400000000e+03,,5675.00,"2020-07",
"HIP 67522 b","HIP 67522",9.380,,6.95939721,1.09606492949e+03,,5854.00,"2020-07",
"HIP 67522 b","HIP 67522",9.763,,6.95947180,1.17600000000e+03,,,"2020-07",0.074700
"HIP 67522 b","HIP 67522",9.987,,6.95947310,1.17500000000e+03,,5675.00,"2020-07",0.074800
"TOI-1899 b","TOI-1899",11.097,212.94503,29.09031200,3.78000000000e+02,,3926.00,"2020-09",0.152500
"TOI-1899 b","TOI-1899",12.183,,29.09022715,3.23883019461e+02,,3854.00,"2020-09",
"TOI-1899 b","TOI-1899",12.890,209.76780,29.02000000,3.62000000000e+02,"M0",3841.00,"2020-09",0.158700
"HIP 65 A b","HIP 65 A",,,0.98100000,,"K4 V",,"2020-07",0.017000
"HIP 65 A b","HIP 65 A",22.754,1021.18779,0.98097340,1.41100000000e+03,"K4 V",4590.00,"2020-07",0.017820
"HIP 65 A b","HIP 65 A",5.916,,0.98097200,1.32095170904e+03,,4486.00,"2020-07",
"HIP 65 A b","HIP 65 A",,,0.98097217,,"K4 V",4590.00,"2020-07",
"TOI-157 b","TOI-157",13.443,,2.08454342,1.46395130869e+03,,5638.00,"2020-07",
"TOI-157 b","TOI-157",14.415,375.03940,2.08454350,1.58800000000e+03,"G9 IV",5404.00,"2020-07",0.031380
"TOI-157 b","TOI-157",,,2.08453920,,"G9 IV",5404.00,"2020-07",
"TOI-157 b","TOI-157",,,2.08453882,,"G9 IV",5404.00,"2020-07",
"TOI-169 b","TOI-169",,,2.25544580,,"G1 V",5880.00,"2020-07",
"TOI-169 b","TOI-169",11.054,,2.25544592,1.57978288468e+03,,5817.00,"2020-07",
"TOI-169 b","TOI-169",,,2.25544540,,"G1 V",5880.00,"2020-07",
"TOI-169 b","TOI-169",12.173,251.40353,2.25544770,1.71500000000e+03,"G1 V",5880.00,"2020-07",0.035240
"K2-315 b","K2-315",0.950,,3.14431890,4.60000000000e+02,"M(3.5+/-0.5) V",3300.00,"2020-10",
"HATS-37 A b","HATS-37 A",6.793,31.46517,4.33153660,1.08500000000e+03,,5326.00,"2020-11",0.049130
"HATS-38 b","HATS-38",6.464,,4.37446138,1.15421486363e+03,,5677.00,"2020-11",
"HATS-38 b","HATS-38",,,4.37504200,,,,"2020-11",
"HATS-38 b","HATS-38",6.882,23.51942,4.37502100,1.29400000000e+03,,5732.00,"2020-11",0.050360
"HD 86226 c","HD 86226",,,3.98466540,,"G1 V",5863.00,"2020-08",
"HD 86226 c","HD 86226",2.160,7.25000,3.98442000,1.31100000000e+03,"G1 V",5863.00,"2020-08",0.049000
"HD 86226 c","HD 86226",2.128,,3.98465890,1.40500000000e+03,,5903.00,"2020-08",
"Kepler-296 c","Kepler-296",1.380,,5.84163661,4.46000000000e+02,,3526.00,"2014-03",0.046500
"Kepler-296 c","Kepler-296",1.520,,5.84164124,4.40000000000e+02,,3517.00,"2014-03",0.046000
"Kepler-296 c","Kepler-296",,,5.84162170,,,,"2014-03",
"Kepler-296 c","Kepler-296",1.520,,5.84164124,,,3558.00,"2014-03",
"Kepler-296 c","Kepler-296",,,5.84163661,,,,"2014-03",
"Kepler-296 c","Kepler-296",1.890,,5.84164100,5.33000000000e+02,,3862.00,"2014-03",0.051000
"Kepler-296 c","Kepler-296",,,5.84163878,,,,"2014-03",
"Kepler-296 c","Kepler-296",1.520,,5.84164124,4.40000000000e+02,,3517.00,"2014-03",0.046000
"Kepler-296 c","Kepler-296",1.520,,5.84164124,4.40000000000e+02,,3517.00,"2014-03",0.046000
"Kepler-296 c","Kepler-296",1.530,,5.84161806,4.39000000000e+02,"M2 V",3517.00,"2014-03",0.045950
"Kepler-296 c","Kepler-296",3.350,,,6.06000000000e+02,,3821.00,"2014-03",0.054000
"Kepler-296 c","Kepler-296",1.726,,,,,3622.00,"2014-03",
"Kepler-296 c","Kepler-296",0.840,,5.84200000,,,3424.00,"2014-03",
"Kepler-296 c","Kepler-296",2.000,,5.84163660,,,3740.00,"2014-03",0.052100
"Kepler-296 c","Kepler-296",2.150,,5.84164800,,,4249.00,"2014-03",0.054000
"GJ 2056 b","GJ 2056",,,69.97100000,,,,"2020-10",0.283000
"GJ 480 b","GJ 480",,,9.56700000,,"M3.5 Ve",,"2020-10",0.068000
"GJ 687 c","GJ 687",,,727.56200000,,,,"2020-10",1.165000
"GJ 9066 c","GJ 9066",,,767.88700000,,"M4.5 V",,"2020-10",0.870000
"GJ 9066 c","GJ 9066",,,771.36000000,,"M5.0 V",3154.00,"2020-10",0.880000
"HIP 107772 b","HIP 107772",,,55.19900000,,"M0 V",,"2020-10",0.243000
"HIP 38594 b","HIP 38594",,,60.72200000,,"M0",,"2020-10",0.256000
"HIP 38594 c","HIP 38594",,,3477.76800000,,"M0",,"2020-10",3.805000
"HIP 4845 b","HIP 4845",,,34.15000000,,,,"2020-10",0.176000
"HIP 48714 b","HIP 48714",,,17.81800000,,"M0.5 Ve",,"2020-10",0.112000
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A",,4131.79000,,,"M5.5/M6",,"2013-05",84.000000
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L",,397.00000,,,,,"2020-08",2.150000
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L",,3880.00000,,,,,"2020-08",0.670000
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L",,3400.00000,,,,,"2020-08",4.300000
"KMT-2019-BLG-1339L b","KMT-2019-BLG-1339L",,404.00000,,,,,"2020-08",2.800000
"KMT-2019-BLG-1953L b","KMT-2019-BLG-1953L",,200.00000,,,,,"2020-07",
"KMT-2019-BLG-1953L b","KMT-2019-BLG-1953L",,,,,,,"2020-07",
"KMT-2019-BLG-1953L b","KMT-2019-BLG-1953L",,,,,,,"2020-07",
"KMT-2019-BLG-1953L b","KMT-2019-BLG-1953L",,,,,,,"2020-07",
"KMT-2019-BLG-1953L b","KMT-2019-BLG-1953L",,,,,,,"2020-07",
"KMT-2019-BLG-1953L b","KMT-2019-BLG-1953L",,,,,,,"2020-07",
"K2-316 b","K2-316",1.330,,1.13300000,8.41000000000e+02,,3436.00,"2020-12",0.014700
"K2-316 c","K2-316",1.830,,5.26000000,4.23000000000e+02,,3436.00,"2020-12",0.058200
"K2-317 b","K2-317",2.930,,6.22000000,4.32000000000e+02,,3387.00,"2020-12",0.054200
"K2-318 b","K2-318",1.660,,7.01000000,4.56000000000e+02,,3851.00,"2020-12",0.091100
"K2-319 b","K2-319",2.790,,26.68000000,6.41000000000e+02,,5440.00,"2020-12",0.151600
"K2-320 b","K2-320",2.620,,1.99500000,6.98000000000e+02,,3157.00,"2020-12",0.014200
"K2-321 b","K2-321",1.950,,2.29800000,7.01000000000e+02,,3855.00,"2020-12",0.041000
"K2-321 b","K2-321",2.051,,2.29797490,8.30000000000e+02,,3750.00,"2020-12",0.028390
"K2-321 b","K2-321",2.327,,2.29799151,7.33878378086e+02,,3650.00,"2020-12",
"K2-322 b","K2-322",1.920,,8.20500000,6.35000000000e+02,,4141.00,"2020-12",0.059400
"K2-323 b","K2-323",2.100,,24.93000000,3.18000000000e+02,,3710.00,"2020-12",0.127500
"K2-324 b","K2-324",2.430,,3.26200000,7.07000000000e+02,,3752.00,"2020-12",0.033100
"K2-325 b","K2-325",2.200,,6.93000000,4.23000000000e+02,,3287.00,"2020-12",0.041900
"K2-326 b","K2-326",2.280,,1.25600000,1.11400000000e+03,,3924.00,"2020-12",0.019800
"WD 1856+534 b","WD 1856+534",,,1.40793693,1.62622645713e+03,,5780.00,"2020-09",
"WD 1856+534 b","WD 1856+534",10.400,4386.05400,1.40794050,1.63000000000e+02,,4710.00,"2020-09",0.020400
"LTT 9779 b","LTT 9779",12.967,,0.79206460,1.57100000000e+03,,5422.00,"2020-09",
"LTT 9779 b","LTT 9779",4.720,29.32000,0.79206410,1.97800000000e+03,,5480.00,"2020-09",
"LTT 9779 b","LTT 9779",,,0.79206425,,"G7 V",5443.00,"2020-09",
"LTT 9779 b","LTT 9779",4.720,29.32000,0.79205200,1.97800000000e+03,"G7 V",5443.00,"2020-09",0.016790
"HD 63433 b","HD 63433",,,7.10778900,,,5640.00,"2020-10",
"HD 63433 b","HD 63433",2.112,,7.10793790,,"G5 V",5688.00,"2020-10",0.071400
"HD 63433 b","HD 63433",,,7.10793900,,,5640.00,"2020-10",
"HD 63433 b","HD 63433",2.164,37.30000,7.10793840,8.86440730742e+02,,5634.00,"2020-10",0.072000
"HD 63433 b","HD 63433",2.288,,7.10793404,8.85907154415e+02,,5694.11,"2020-10",
"HD 63433 b","HD 63433",2.150,,7.10793000,,,5640.00,"2020-10",0.071900
"HD 63433 c","HD 63433",2.521,,20.54379100,,"G5 V",5688.00,"2020-10",0.144800
"HD 63433 c","HD 63433",,,20.54380600,,,5640.00,"2020-10",
"HD 63433 c","HD 63433",2.582,17.20000,20.54384700,6.22305801154e+02,,5634.00,"2020-10",0.146000
"HD 63433 c","HD 63433",,,20.54388800,,,5640.00,"2020-10",
"HD 63433 c","HD 63433",2.670,,20.54530000,,,5640.00,"2020-10",0.145800
"HD 63433 c","HD 63433",2.710,,20.54560000,,,5710.00,"2020-10",
"HD 63433 c","HD 63433",2.573,,20.54381533,6.21931143042e+02,,5694.11,"2020-10",
"TOI-763 b","TOI-763",2.410,,5.60577480,9.37980803240e+02,,5767.00,"2020-11",
"TOI-763 b","TOI-763",2.280,9.79000,5.60570000,1.03800000000e+03,"G",5450.00,"2020-11",0.060000
"Kepler-77 b","Kepler-77",,,3.57878057,,,5482.59,"2013-09",
"Kepler-77 b","Kepler-77",10.761,165.90726,3.57878087,,,5520.00,"2013-09",0.045020
"Kepler-77 b","Kepler-77",10.430,,3.57878057,1.14500000000e+03,,5524.00,"2013-09",0.045000
"Kepler-77 b","Kepler-77",10.930,,3.57878272,1.18900000000e+03,,5731.00,"2013-09",0.047000
"Kepler-77 b","Kepler-77",12.142,,3.57875699,1.17195960072e+03,,5482.59,"2013-09",
"Kepler-77 b","Kepler-77",10.761,136.66100,3.57878087,1.44000000000e+03,"G5 V",5520.00,"2013-09",0.045010
"Kepler-77 b","Kepler-77",10.430,,3.57878055,1.14400000000e+03,,5705.00,"2013-09",0.047200
"Kepler-77 b","Kepler-77",10.430,,3.57878055,1.14400000000e+03,,5705.00,"2013-09",0.047200
"Kepler-77 b","Kepler-77",10.430,,3.57878055,1.14400000000e+03,,5705.00,"2013-09",0.047200
"Kepler-77 b","Kepler-77",10.466,,,,,5596.00,"2013-09",
"Kepler-77 b","Kepler-77",,,3.57878058,,,5482.59,"2013-09",
"Kepler-77 b","Kepler-77",,,3.57878055,,,5482.59,"2013-09",
"Kepler-77 b","Kepler-77",10.518,,3.57878055,,,5596.00,"2013-09",0.046800
"Kepler-77 b","Kepler-77",10.640,,3.57878055,,,5628.00,"2013-09",
"Kepler-77 b","Kepler-77",10.760,225.65000,3.57878060,,,5668.00,"2013-09",0.047000
"TOI-763 c","TOI-763",2.864,,12.27724442,7.22279904160e+02,,5767.00,"2020-11",
"TOI-763 c","TOI-763",2.630,9.32000,12.27370000,8.00000000000e+02,"G",5450.00,"2020-11",0.101100
"HATS-71 b","HATS-71",,,3.79551840,,,,"2020-06",
"HATS-71 b","HATS-71",10.326,,3.79551778,5.25943113131e+02,,3424.00,"2020-06",
"HATS-71 b","HATS-71",,,3.79551950,,"M3 V",3405.00,"2020-06",
"HATS-71 b","HATS-71",11.478,117.59710,3.79552020,5.86800000000e+02,"M3 V",3405.00,"2020-06",0.037450
"TOI-824 b","TOI-824",,,1.39298000,,"K4 V",4600.00,"2020-10",
"TOI-824 b","TOI-824",,,1.39297500,,"K4 V",4600.00,"2020-10",
"TOI-824 b","TOI-824",2.926,18.46700,1.39297800,1.25300000000e+03,"K4 V",4600.00,"2020-10",0.021770
"TOI-824 b","TOI-824",2.954,,1.39297213,1.14871489370e+03,,4452.00,"2020-10",
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",,,,,,,"2020-09",
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",,240.00000,,,,,"2020-09",4.750000
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",,220.00000,,,,,"2020-09",4.610000
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L",,210.00000,,,,,"2020-09",4.510000
"KMT-2018-BLG-0748L b","KMT-2018-BLG-0748L",,60.00000,,,,,"2020-09",0.620000
"KMT-2019-BLG-0842L b","KMT-2019-BLG-0842L",,10.28000,,,,,"2020-12",3.310000
"TOI-540 b","TOI-540",0.965,,1.23915336,5.50232139495e+02,,3042.00,"2021-01",
"TOI-540 b","TOI-540",,,1.23914810,,"M V",3216.00,"2021-01",
"TOI-540 b","TOI-540",0.903,,1.23914910,6.11000000000e+02,"M V",3216.00,"2021-01",0.012230
"TOI-1266 b","TOI-1266",2.469,,10.89484210,3.90824211199e+02,,3618.00,"2020-10",
"TOI-1266 b","TOI-1266",2.458,15.90000,10.89487900,4.10000000000e+02,"M2 V",3573.00,"2020-10",0.074500
"TOI-1266 b","TOI-1266",2.620,4.23000,10.89484100,4.25000000000e+02,"M3 V",3618.00,"2020-10",0.072800
"TOI-1266 b","TOI-1266",2.370,13.50000,10.89484300,4.13000000000e+02,"M3",3600.00,"2020-10",0.073600
"TOI-1266 c","TOI-1266",1.911,,18.80161111,3.25829262142e+02,,3618.00,"2020-10",
"TOI-1266 c","TOI-1266",1.673,6.40000,18.80152000,3.47100000000e+02,"M2 V",3573.00,"2020-10",0.103700
"TOI-1266 c","TOI-1266",,,18.80171000,,"M3",3600.00,"2020-10",
"TOI-1266 c","TOI-1266",2.130,2.88000,18.80161100,3.54000000000e+02,"M3 V",3618.00,"2020-10",0.104700
"TOI-1266 c","TOI-1266",1.560,2.20000,18.80151000,3.44000000000e+02,"M3",3600.00,"2020-10",0.105800
"TOI-421 b","TOI-421",2.680,7.17000,5.19672000,9.81400000000e+02,"G9 V",5325.00,"2020-09",0.056000
"TOI-421 b","TOI-421",1.926,,5.19768584,9.10739979795e+02,,5718.00,"2020-09",
"TOI-421 b","TOI-421",2.640,6.70000,5.19757600,9.22000000000e+02,"G9 V",5291.00,"2020-09",0.055400
"TOI-421 c","TOI-421",,,16.06753100,,"G9 V",5325.00,"2020-09",
"TOI-421 c","TOI-421",5.090,14.10000,16.06754100,6.35000000000e+02,"G9 V",5291.00,"2020-09",0.117000
"TOI-421 c","TOI-421",5.090,16.42000,16.06819000,6.73600000000e+02,"G9 V",5325.00,"2020-09",0.118900
"TOI-421 c","TOI-421",4.791,,16.06752202,6.25193963074e+02,,5718.00,"2020-09",
"NGTS-12 b","NGTS-12",10.611,,7.53376570,1.15608461314e+03,,5869.00,"2020-09",
"NGTS-12 b","NGTS-12",,,7.53320000,,,,"2020-09",
"NGTS-12 b","NGTS-12",11.747,66.10864,7.53280600,1.25700000000e+03,"G",5690.00,"2020-09",0.075700
"GJ 3473 b","GJ 3473",1.264,1.86000,1.19800350,7.73000000000e+02,,3347.00,"2020-10",0.015890
"GJ 3473 b","GJ 3473",1.211,,1.19799956,7.04632688347e+02,,3332.00,"2020-10",
"GJ 3473 c","GJ 3473",,,15.50900000,3.29100000000e+02,,3347.00,"2020-10",0.087600
"TOI-837 b","TOI-837",7.001,,8.32491720,7.04000000000e+02,,6513.00,"2020-11",
"TOI-837 b","TOI-837",,,8.32487600,,"G0/F9 V",6047.00,"2020-11",
"TOI-837 b","TOI-837",,,8.32491700,,"G0/F9 V",6047.00,"2020-11",
"TOI-837 b","TOI-837",9.710,116.00000,8.32491020,1.02200000000e+03,,6000.00,"2020-11",0.083000
"TOI-837 b","TOI-837",9.169,120.45697,8.32491130,9.95300000000e+02,"F9/G0",5995.00,"2020-11",0.088800
"TOI-837 b","TOI-837",8.631,,8.32487620,,"G0/F9 V",6047.00,"2020-11",
"KMT-2016-BLG-2364L b","KMT-2016-BLG-2364L",,1250.00000,,,,,"2020-10",2.630000
"KMT-2016-BLG-2397L b","KMT-2016-BLG-2397L",,769.00000,,,,,"2020-10",2.830000
"KMT-2016-BLG-2397L b","KMT-2016-BLG-2397L",,836.00000,,,,,"2020-10",3.640000
"OGLE-2017-BLG-0604L b","OGLE-2017-BLG-0604L",,160.00000,,,,,"2020-10",4.060000
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",,,,,,,"2020-10",
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",,3585.00000,,,,,"2020-10",3.040000
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",,3283.00000,,,,,"2020-10",2.970000
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",,4218.00000,,,,,"2020-10",4.720000
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",,,,,,,"2020-10",
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L",,4183.00000,,,,,"2020-10",4.710000
"EPIC 201170410.02","EPIC 201170410",1.047,,6.79870000,,,3648.00,"2020-08",0.034900
"EPIC 201757695.02","EPIC 201757695",0.908,,2.04780000,,,4520.00,"2020-08",0.029600
"TOI-954 b","TOI-954",9.055,,3.68497000,1.65900000000e+03,,5756.00,"2021-02",
"TOI-954 b","TOI-954",,,3.68497290,,,5710.00,"2021-02",
"TOI-954 b","TOI-954",9.550,55.30242,3.68497290,1.52600000000e+03,,5710.00,"2021-02",0.049630
"K2-329 b","K2-329",8.676,82.63580,12.45512250,6.50000000000e+02,,5282.00,"2021-02",0.101600
"MOA-2013-BLG-220L b","MOA-2013-BLG-220L",,871.00000,,,,,"2014-07",3.030000
