pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_eqt,st_spectype,st_teff,disc_pubdate,pl_orbsmax
"K2-216 b","K2-216",1.791,,2.17478240,1.01300000000e+03,,4542.00,"2018-03",
"K2-216 b","K2-216",1.630,,2.17478200,9.92000000000e+02,,4658.00,"2018-03",0.029800
"K2-216 b","K2-216",1.700,,2.17476900,,,,"2018-03",
"K2-216 b","K2-216",1.678,,2.17478900,,,4591.00,"2018-03",
"K2-216 b","K2-216",1.750,8.00000,2.17480000,1.10300000000e+03,"K5 V",4503.00,"2018-03",0.028000
"K2-212 b","K2-212",2.650,,9.79564700,,,4349.00,"2018-03",
"K2-212 b","K2-212",2.393,,9.79540000,,,4349.00,"2018-03",
"K2-212 b","K2-212",2.824,,9.79565353,5.52138132251e+02,,4147.00,"2018-03",
"K2-212 b","K2-212",2.570,,9.79546000,,,,"2018-03",
"K2-212 b","K2-212",2.600,,9.79554600,,,,"2018-03",
"K2-212 b","K2-212",2.520,,9.79551000,5.42000000000e+02,,4272.00,"2018-03",0.078500
"Kepler-166 c","Kepler-166",2.700,,34.26062000,4.75000000000e+02,,5432.00,"2014-03",0.198000
"Kepler-166 c","Kepler-166",,,34.25954112,,,5230.00,"2014-03",
"Kepler-166 c","Kepler-166",2.410,,34.25951418,4.68000000000e+02,,5409.00,"2014-03",0.193700
"Kepler-166 c","Kepler-166",2.490,,34.25951372,4.73000000000e+02,,5413.00,"2014-03",0.193100
"Kepler-166 c","Kepler-166",2.380,,34.26028100,,,5413.00,"2014-03",0.195000
"Kepler-166 c","Kepler-166",2.532,,34.25951372,,,5175.00,"2014-03",0.192630
"Kepler-166 c","Kepler-166",2.490,,34.25951372,4.73000000000e+02,,5413.00,"2014-03",0.193100
"Kepler-166 c","Kepler-166",,,34.25955106,,,5230.00,"2014-03",
"Kepler-166 c","Kepler-166",,,34.25951418,,,5230.00,"2014-03",
"Kepler-166 c","Kepler-166",2.730,,34.25951372,,,5350.00,"2014-03",
"Kepler-166 c","Kepler-166",2.490,,34.25951372,4.73000000000e+02,,5413.00,"2014-03",0.193100
"Kepler-166 c","Kepler-166",2.523,,,,,5175.00,"2014-03",
"K2-151 b","K2-151",1.500,,3.83537600,,,,"2018-03",
"K2-151 b","K2-151",1.490,,3.83547600,5.66000000000e+02,,3695.00,"2018-03",0.037300
"K2-151 b","K2-151",1.054,,3.83553000,,,,"2018-03",
"K2-151 b","K2-151",1.350,,3.83559200,,"M1.5 V",3585.00,"2018-03",0.036500
"K2-295 b","K2-295",,,4.02488968,,"K5 V",4444.00,"2019-06",
"K2-295 b","K2-295",11.679,,4.02487350,8.76000000000e+02,,4492.00,"2019-06",
"K2-295 b","K2-295",10.300,,4.02488100,,,,"2019-06",
"K2-295 b","K2-295",9.560,,4.02488830,,,,"2019-06",
"K2-295 b","K2-295",10.054,106.47305,4.02486700,8.52000000000e+02,"K5 V",4444.00,"2019-06",0.045100
"K2-282 b","K2-282",2.700,,4.16974600,,,,"2018-12",
"K2-282 b","K2-282",2.820,,4.16983600,1.05700000000e+03,,5523.00,"2018-12",0.049900
"K2-282 b","K2-282",3.190,,4.17032000,,,,"2018-12",
"K2-282 b","K2-282",2.500,,4.16978300,,,5499.00,"2018-12",
"K2-283 b","K2-283",3.520,,1.92103600,1.18600000000e+03,,5060.00,"2018-12",0.029100
"K2-283 b","K2-283",3.800,,1.92107600,,,,"2018-12",
"K2-283 b","K2-283",3.230,,1.92111100,,,,"2018-12",
"K2-281 b","K2-281",8.100,,8.68770800,,,,"2018-12",
"K2-281 b","K2-281",7.360,,8.68781200,,,,"2018-12",
"K2-281 b","K2-281",8.180,,8.68772100,6.65000000000e+02,,4812.00,"2018-12",0.077300
"K2-387 b","K2-387",4.000,,28.73599800,,,,"2022-03",
"K2-387 b","K2-387",8.220,,28.73420000,,,,"2022-03",
"K2-387 b","K2-387",7.322,,28.73532700,,,3572.00,"2022-03",
"Kepler-197 b","Kepler-197",,,5.59934848,,,5963.52,"2014-03",
"Kepler-197 b","Kepler-197",1.289,,,,,5945.00,"2014-03",
"Kepler-197 b","Kepler-197",1.180,,5.59935000,1.15700000000e+03,,5877.00,"2014-03",0.059000
"Kepler-197 b","Kepler-197",1.112,,5.59931973,,,5945.00,"2014-03",0.058630
"Kepler-197 b","Kepler-197",1.064,,5.59929300,,,5963.52,"2014-03",
"Kepler-197 b","Kepler-197",1.020,,5.59930800,,,6004.00,"2014-03",0.060000
"Kepler-197 b","Kepler-197",,,5.59931543,,,5963.52,"2014-03",
"Kepler-197 b","Kepler-197",1.150,,5.59931973,,,6180.00,"2014-03",
"Kepler-197 b","Kepler-197",1.220,,5.59931543,1.14200000000e+03,,6003.00,"2014-03",0.059600
"Kepler-197 b","Kepler-197",1.070,,5.59931973,1.14300000000e+03,,6004.00,"2014-03",0.060100
"Kepler-197 b","Kepler-197",1.112,,5.59931973,,,,"2014-03",0.058617
"Kepler-197 b","Kepler-197",1.070,,5.59931973,1.14300000000e+03,,6004.00,"2014-03",0.060100
"Kepler-197 b","Kepler-197",1.070,,5.59931973,1.14300000000e+03,,6004.00,"2014-03",0.060100
"K2-156 b","K2-156",1.144,,0.81314900,,,4460.00,"2018-03",
"K2-156 b","K2-156",1.150,,0.81314000,1.34700000000e+03,,4597.00,"2018-03",0.014900
"K2-156 b","K2-156",1.100,,0.81314300,,,4460.00,"2018-03",
"K2-157 b","K2-157",1.055,,0.36525700,,,5456.00,"2018-03",
"K2-157 b","K2-157",1.000,,0.36526100,,,5456.00,"2018-03",
"K2-158 b","K2-158",2.640,,10.06049000,7.94000000000e+02,,5503.00,"2018-03",0.088700
"K2-158 b","K2-158",2.635,,10.06210600,,,5489.00,"2018-03",
"K2-244 b","K2-244",1.650,,21.07020100,,,5728.00,"2018-08",
"K2-244 b","K2-244",1.750,,21.06884000,6.38000000000e+02,,5677.00,"2018-08",0.141800
"Kepler-108 c","Kepler-108",3.400,,190.31340000,3.06000000000e+02,,5632.00,"2014-03",0.622000
"Kepler-108 c","Kepler-108",7.800,,190.32165640,,,5824.00,"2014-03",
"Kepler-108 c","Kepler-108",8.150,,190.32165640,4.49000000000e+02,,5854.00,"2014-03",0.723500
"Kepler-108 c","Kepler-108",,,190.32180041,,,5584.26,"2014-03",
"Kepler-108 c","Kepler-108",,,190.32004680,,,5584.26,"2014-03",
"Kepler-108 c","Kepler-108",8.150,,190.32165640,4.49000000000e+02,,5854.00,"2014-03",0.723500
"Kepler-108 c","Kepler-108",8.150,,190.32165640,4.49000000000e+02,,5854.00,"2014-03",0.723500
"Kepler-108 c","Kepler-108",8.180,,190.32349400,,,5854.00,"2014-03",0.721000
"Kepler-108 c","Kepler-108",7.780,,190.32004680,4.26000000000e+02,,5626.00,"2014-03",0.697200
"Kepler-108 c","Kepler-108",8.230,,190.32140000,,,5584.26,"2014-03",
"Kepler-108 c","Kepler-108",,,190.32084285,,,5584.26,"2014-03",
"K2-159 b","K2-159",2.260,,12.42205000,6.84000000000e+02,,5425.00,"2018-03",0.101300
"K2-159 b","K2-159",2.208,,12.42107800,,,5419.00,"2018-03",
"K2-160 b","K2-160",3.178,,3.70587100,,,5649.00,"2018-03",
"K2-161 b","K2-161",6.117,,9.28318800,,,4972.00,"2018-03",
"K2-162 b","K2-162",1.440,,9.45889000,6.31000000000e+02,,4842.00,"2018-03",0.079500
"K2-162 b","K2-162",1.486,,9.45774700,,,4885.00,"2018-03",
"K2-163 b","K2-163",2.466,,6.67311700,,,4937.00,"2018-03",
"K2-165 b","K2-165",1.274,,2.35499200,,,5185.00,"2018-03",
"K2-165 c","K2-165",1.554,,4.38274500,,,5185.00,"2018-03",
"K2-165 d","K2-165",2.648,,14.10136100,,,5185.00,"2018-03",
"K2-165 d","K2-165",3.191,,14.06660141,6.29376307630e+02,,5141.67,"2018-03",
"Kepler-477 b","Kepler-477",2.200,,11.11988800,7.05000000000e+02,,5264.00,"2016-05",0.090000
"Kepler-477 b","Kepler-477",1.840,,11.11990653,6.36000000000e+02,,5074.00,"2016-05",0.086900
"Kepler-477 b","Kepler-477",1.840,,11.11990653,6.36000000000e+02,,5074.00,"2016-05",0.086900
"Kepler-477 b","Kepler-477",,,11.11991580,,,5122.63,"2016-05",
"Kepler-477 b","Kepler-477",2.070,,11.11990653,,,5240.00,"2016-05",
"Kepler-477 b","Kepler-477",,,11.11990280,,,5122.63,"2016-05",
"Kepler-477 b","Kepler-477",1.840,,11.11990653,6.36000000000e+02,,5074.00,"2016-05",0.086900
"Kepler-477 b","Kepler-477",2.080,,11.11990280,6.49000000000e+02,,5078.00,"2016-05",0.091100
"Kepler-108 b","Kepler-108",8.200,,49.18394185,6.69000000000e+02,,5626.00,"2014-03",0.282900
"Kepler-108 b","Kepler-108",,,49.18394185,,,5584.26,"2014-03",
"Kepler-108 b","Kepler-108",8.530,,49.18394922,,,5824.00,"2014-03",
"Kepler-108 b","Kepler-108",8.970,,49.18394922,7.06000000000e+02,,5854.00,"2014-03",0.293500
"Kepler-108 b","Kepler-108",8.970,,49.18394922,7.06000000000e+02,,5854.00,"2014-03",0.293500
"Kepler-108 b","Kepler-108",9.560,,49.18354000,,,5584.26,"2014-03",
"Kepler-108 b","Kepler-108",,,49.18395775,,,5584.26,"2014-03",
"Kepler-108 b","Kepler-108",8.970,,49.18394922,7.06000000000e+02,,5854.00,"2014-03",0.293500
"Kepler-108 b","Kepler-108",8.650,,49.18392100,,,5854.00,"2014-03",0.292000
"Kepler-108 b","Kepler-108",3.900,,49.18431000,4.80000000000e+02,,5632.00,"2014-03",0.252000
"EPIC 201595106 b","EPIC 201595106",1.406,,0.87718300,,,5705.00,"2021-08",
"EPIC 201595106 b","EPIC 201595106",1.200,,0.87703000,1.87400000000e+03,,5711.17,"2021-08",
"EPIC 201595106 b","EPIC 201595106",1.300,,0.87721400,,,5820.00,"2021-08",
"EPIC 201595106 b","EPIC 201595106",1.565,7.67000,0.87724000,2.03800000000e+03,,5679.00,"2021-08",0.017700
"K2-166 b","K2-166",1.823,,8.52721900,,,5922.00,"2018-03",
"K2-166 b","K2-166",2.190,,8.52695000,1.14000000000e+03,,5960.00,"2018-03",0.085800
"K2-175 b","K2-175",2.038,,9.52598800,,,5909.00,"2018-03",
"K2-176 b","K2-176",1.491,,5.32943900,,,5428.00,"2018-03",
"K2-176 b","K2-176",1.550,,5.32944000,,,,"2018-03",
"K2-177 b","K2-177",2.116,,14.15518500,,,6063.00,"2018-03",
"K2-178 b","K2-178",3.830,,8.74809000,,,,"2018-03",
"K2-178 b","K2-178",3.544,,8.75470798,8.40291685816e+02,,5888.00,"2018-03",
"K2-178 b","K2-178",3.558,,8.74781800,,,5525.00,"2018-03",
"Kepler-9 d","Kepler-9",1.527,,,,,5788.00,"2011-01",
"Kepler-9 d","Kepler-9",1.507,,1.59295975,,,5788.00,"2011-01",0.026910
"Kepler-9 d","Kepler-9",1.480,,1.59295975,1.51700000000e+03,,5779.00,"2011-01",0.027000
"Kepler-9 d","Kepler-9",1.670,,1.59297160,1.56000000000e+03,,5777.00,"2011-01",0.027000
"Kepler-9 d","Kepler-9",,,1.59295975,,,5754.00,"2011-01",
"Kepler-9 d","Kepler-9",1.480,,1.59295975,1.51700000000e+03,,5779.00,"2011-01",0.027000
"Kepler-9 d","Kepler-9",1.640,,1.59285100,2.02600000000e+03,,5777.00,"2011-01",0.027300
"Kepler-9 d","Kepler-9",1.507,,1.59295975,,,,"2011-01",0.026906
"K2-183 b","K2-183",2.599,,0.46926900,,,5482.00,"2018-03",
"K2-183 b","K2-183",1.100,,0.46928500,,,5482.00,"2018-03",
"K2-183 b","K2-183",1.460,,0.46928700,,,,"2018-03",
"K2-185 b","K2-185",1.313,,10.61664600,,,5722.00,"2018-03",
"K2-185 b","K2-185",1.190,,10.61610000,,,,"2018-03",
"K2-185 b","K2-185",1.150,,10.61638400,8.09000000000e+02,,5788.00,"2018-03",
"K2-185 c","K2-185",2.480,,52.70990000,,,,"2018-03",
"K2-185 c","K2-185",2.796,,52.71407200,,,,"2018-03",
"K2-185 c","K2-185",2.390,,52.71349400,4.77000000000e+02,,5788.00,"2018-03",
"K2-263 b","K2-263",2.410,14.80000,50.81894700,4.70000000000e+02,"G9 V",5368.00,"2018-12",0.257300
"K2-263 b","K2-263",2.165,,50.81933100,,,5410.00,"2018-12",
"K2-263 b","K2-263",2.180,,50.82130000,,,,"2018-12",
"K2-263 b","K2-263",2.410,14.90000,50.81894700,4.70000000000e+02,,5368.00,"2018-12",0.257300
"K2-186 b","K2-186",3.450,,41.46610000,,,,"2018-03",
"K2-186 b","K2-186",3.172,,41.47421900,,,5784.00,"2018-03",
"K2-341 b","K2-341",2.968,,36.55625100,,,5759.00,"2021-08",
"K2-341 b","K2-341",3.180,,36.55630000,,,,"2021-08",
"K2-341 b","K2-341",3.210,,36.55255100,5.98000000000e+02,,5817.00,"2021-08",
"K2-187 b","K2-187",1.500,,0.77398700,,,,"2018-03",
"K2-187 b","K2-187",1.383,,0.77398100,,,5477.00,"2018-03",
"K2-187 b","K2-187",1.300,,0.77392000,1.81500000000e+03,,5484.00,"2018-03",0.016400
"K2-187 b","K2-187",1.200,,0.77401000,,,5438.00,"2018-03",
"K2-188 b","K2-188",1.259,,1.74298300,,,5982.00,"2018-03",
"K2-188 b","K2-188",1.350,,1.74216900,1.69200000000e+03,,5977.00,"2018-03",0.028900
"K2-189 b","K2-189",1.512,,5.17630000,,,5503.00,"2018-03",
"K2-189 b","K2-189",1.520,,2.58830900,1.19700000000e+03,,5519.00,"2018-03",0.036100
"K2-189 b","K2-189",1.587,,2.58819000,,,,"2018-03",
"K2-190 c","K2-190",1.093,,21.57402300,,,5631.00,"2018-03",
"K2-195 c","K2-195",2.576,,28.48278600,,,5712.00,"2018-03",
"K2-195 c","K2-195",2.680,,28.47070000,,,,"2018-03",
"K2-196 b","K2-196",3.600,,48.32422200,,,6045.00,"2018-03",
"Kepler-42 b","Kepler-42",0.962,,,,,3241.00,"2012-03",
"Kepler-42 b","Kepler-42",,,1.21377042,,,3357.00,"2012-03",
"Kepler-42 b","Kepler-42",0.780,,1.21377042,5.25000000000e+02,,3292.00,"2012-03",0.011300
"Kepler-42 b","Kepler-42",0.870,,1.21377022,5.25000000000e+02,,3068.00,"2012-03",0.011300
"Kepler-42 b","Kepler-42",3.460,,1.21377030,1.10600000000e+03,,4188.00,"2012-03",0.019000
"Kepler-42 b","Kepler-42",0.780,,1.21376720,5.19000000000e+02,"M",3068.00,"2012-03",0.011600
"Kepler-42 b","Kepler-42",0.760,,1.21377060,,,3258.00,"2012-03",
"Kepler-42 b","Kepler-42",0.870,,1.21377022,5.25000000000e+02,,3068.00,"2012-03",0.011300
"Kepler-42 b","Kepler-42",0.920,,1.21377206,5.26000000000e+02,"M4 V",3203.00,"2012-03",0.011530
"Kepler-42 b","Kepler-42",0.912,,,,,3204.00,"2012-03",
"Kepler-42 b","Kepler-42",1.240,,1.21377022,,,3169.00,"2012-03",
"Kepler-42 b","Kepler-42",0.870,,1.21377022,5.25000000000e+02,,3068.00,"2012-03",0.011300
"K2-201 b","K2-201",1.400,,1.05979000,,,5507.00,"2018-03",
"K2-201 b","K2-201",1.470,,1.05980600,,,,"2018-03",
"K2-201 c","K2-201",3.286,,22.77987800,,,5507.00,"2018-03",
"K2-201 c","K2-201",3.390,,22.77680000,,,,"2018-03",
"K2-202 b","K2-202",2.310,,3.40508700,,,,"2018-03",
"K2-202 b","K2-202",2.302,,3.40516400,,,5491.00,"2018-03",
"K2-381 b","K2-381",1.075,,7.93893340,,,4473.00,"2022-03",
"K2-381 b","K2-381",0.940,,7.93880000,,,,"2022-03",
"K2-381 b","K2-381",1.083,,7.93925600,,,4661.00,"2022-03",
"K2-381 d","K2-381",1.480,,26.80540000,,,,"2022-03",
"K2-381 d","K2-381",1.689,,26.80302300,,,4473.00,"2022-03",
"K2-381 d","K2-381",1.532,,26.80499800,,,4661.00,"2022-03",
"K2-382 b","K2-382",2.771,,21.69761900,,,5570.00,"2022-03",
"K2-382 b","K2-382",2.072,,21.70015600,,,5452.00,"2022-03",
"K2-382 b","K2-382",2.380,,21.70000000,,,,"2022-03",
"K2-383 b","K2-383",1.859,,1.86597900,,,5231.00,"2022-03",
"K2-383 b","K2-383",1.564,,1.86596200,,,5129.00,"2022-03",
"K2-383 b","K2-383",1.750,,1.86602500,,,,"2022-03",
"K2-203 b","K2-203",1.371,,9.69510100,,,5000.00,"2018-03",
"K2-203 b","K2-203",1.370,,9.68970000,,,,"2018-03",
"K2-203 b","K2-203",1.265,,9.69520000,7.38400000000e+02,,5026.00,"2018-03",0.082400
"K2-204 b","K2-204",3.172,,7.05590800,1.14800000000e+03,,5783.00,"2018-03",0.073800
"K2-204 b","K2-204",3.046,,7.05578400,,,5755.00,"2018-03",
"K2-204 b","K2-204",2.760,,7.05647000,,,,"2018-03",
"K2-205 b","K2-205",2.209,,26.68200000,,,,"2018-03",
"K2-205 b","K2-205",1.996,,26.67226300,,,5890.00,"2018-03",
"K2-206 b","K2-206",2.795,,18.29454900,,,5043.00,"2018-03",
"K2-207 b","K2-207",3.590,,12.49040000,,,,"2018-03",
"K2-207 b","K2-207",2.606,,12.48749000,,,5522.00,"2018-03",
"K2-208 b","K2-208",1.750,,4.19121000,,,,"2018-03",
"K2-208 b","K2-208",1.675,,4.19097000,1.12200000000e+03,,5500.00,"2018-03",0.048780
"K2-208 b","K2-208",1.679,,4.19094800,,,5582.00,"2018-03",
"K2-209 b","K2-209",0.869,,2.08061500,,,4720.00,"2018-03",
"K2-210 b","K2-210",0.819,,0.57023300,,,5396.00,"2018-03",
"K2-210 b","K2-210",0.860,,0.57023000,,,5500.00,"2018-03",
"K2-211 b","K2-211",1.332,,0.66956100,1.87300000000e+03,,5117.00,"2018-03",0.014190
"K2-211 b","K2-211",1.375,,0.66955800,,,5221.00,"2018-03",
"K2-211 b","K2-211",1.440,,0.66957300,,,,"2018-03",
"K2-211 b","K2-211",1.300,,0.66953200,,,5360.00,"2018-03",
"K2-213 b","K2-213",1.514,,8.13087000,,,5794.00,"2018-03",
"K2-215 b","K2-215",2.124,,8.26964800,,,5704.00,"2018-03",
"K2-215 b","K2-215",2.630,,8.26947000,,,,"2018-03",
"K2-217 b","K2-217",3.579,,14.07452400,,,5967.00,"2018-03",
"K2-217 b","K2-217",3.360,,14.07210000,,,,"2018-03",
"K2-218 b","K2-218",2.569,,8.67988500,,,5757.00,"2018-03",
"K2-218 b","K2-218",2.790,,8.68055000,,,,"2018-03",
"K2-219 b","K2-219",1.348,,3.90128700,,,5753.00,"2018-03",
"K2-219 b","K2-219",1.470,,3.90090000,,,,"2018-03",
"K2-219 c","K2-219",1.660,,6.66740000,,,,"2018-03",
"K2-219 c","K2-219",1.438,,6.66767000,,,5753.00,"2018-03",
"K2-219 d","K2-219",2.840,,11.13878000,,,,"2018-03",
"K2-219 d","K2-219",2.576,,11.13727800,,,5753.00,"2018-03",
"K2-221 b","K2-221",1.980,,2.39898200,,,,"2018-03",
"K2-221 b","K2-221",1.679,,2.39909400,,,5716.00,"2018-03",
"K2-223 b","K2-223",0.910,,0.50557000,,,5859.00,"2018-03",
"K2-223 b","K2-223",0.890,,0.50557000,,,5859.00,"2018-03",
"K2-223 b","K2-223",0.890,,0.50565000,2.27100000000e+03,,5835.00,"2018-03",0.012700
"K2-223 c","K2-223",1.620,,4.56416900,,,5859.00,"2018-03",
"K2-223 c","K2-223",1.500,,4.56254600,,,5859.00,"2018-03",
"K2-223 c","K2-223",1.570,,4.56327000,1.09100000000e+03,,5835.00,"2018-03",0.054900
"K2-224 b","K2-224",1.560,,4.47904000,1.00200000000e+03,,5620.00,"2018-03",0.051600
"K2-224 b","K2-224",1.664,,4.47859100,,,5614.00,"2018-03",
"K2-224 c","K2-224",2.410,,10.09489000,7.64000000000e+02,,5620.00,"2018-08",0.088600
"K2-224 c","K2-224",2.505,,10.09607000,,,,"2018-08",
"K2-225 b","K2-225",2.661,,15.87145500,,,5733.00,"2018-03",
"K2-225 b","K2-225",3.609,,15.87230000,9.23000000000e+02,,5520.00,"2018-03",0.140900
"K2-225 b","K2-225",3.490,,15.87209000,9.02000000000e+02,,5742.00,"2018-03",0.134000
"K2-226 b","K2-226",1.540,,3.27108000,1.12000000000e+03,,5424.00,"2018-03",0.041300
"K2-226 b","K2-226",1.539,,3.27109000,1.18700000000e+03,,5288.00,"2018-03",0.040950
"K2-226 b","K2-226",1.487,,3.27110600,,,5397.00,"2018-03",
"K2-227 b","K2-227",1.666,,13.62183200,,,5673.00,"2018-03",
"K2-228 b","K2-228",1.210,,2.69828000,9.14000000000e+02,,4715.00,"2018-03",0.033800
"K2-228 b","K2-228",1.384,,2.69836800,,,4764.00,"2018-03",
"K2-229 b","K2-229",1.000,,0.58421600,,,5315.00,"2018-03",
"K2-229 b","K2-229",1.140,,0.58426000,1.81800000000e+03,,5315.00,"2018-03",0.013100
"K2-229 b","K2-229",1.197,2.49000,0.58400000,,,5185.00,"2018-03",
"K2-229 b","K2-229",1.164,2.59000,0.58424900,1.96000000000e+03,,5185.00,"2018-03",0.012888
"K2-229 b","K2-229",1.255,,0.58424000,,,5231.00,"2018-03",
"K2-229 c","K2-229",2.120,21.30000,8.32834000,8.00000000000e+02,,5185.00,"2018-03",0.075770
"K2-229 c","K2-229",2.165,,8.32801000,,,5231.00,"2018-03",
"K2-229 c","K2-229",2.030,,8.32727000,7.50000000000e+02,,5315.00,"2018-03",0.076900
"K2-230 b","K2-230",1.934,,2.86063600,,,6002.00,"2018-03",
"K2-230 b","K2-230",1.960,,2.86041000,1.52900000000e+03,,5945.00,"2018-03",0.040900
"EPIC 229004835 b","EPIC 229004835",2.020,,16.13655000,7.39000000000e+02,,5886.00,"2023-04",
"EPIC 229004835 b","EPIC 229004835",2.332,10.40000,16.14113200,8.04000000000e+02,,5868.00,"2023-04",0.123700
"EPIC 229004835 b","EPIC 229004835",2.060,,16.14044200,,,5870.00,"2023-04",
"K2-259 b","K2-259",2.097,,15.48239900,,,5928.00,"2018-08",
"K2-259 b","K2-259",2.320,,15.48043000,7.95000000000e+02,,6059.00,"2018-08",0.127100
"K2-80 d","K2-80",2.552,,28.86725300,,,5377.00,"2018-03",
"K2-80 d","K2-80",2.390,,28.88190000,,,,"2018-03",
"EPIC 228836835 b","EPIC 228836835",1.270,,0.72813000,9.32000000000e+02,,3506.00,"2021-08",
"EPIC 228836835 b","EPIC 228836835",1.100,,0.72811300,,,3782.00,"2021-08",
"K2-331 c","K2-331",2.500,,22.99592000,,,6010.00,"2021-08",
"K2-331 c","K2-331",2.720,,22.99659100,6.73000000000e+02,,5994.00,"2021-08",
"K2-333 b","K2-333",6.180,,14.75928700,8.26000000000e+02,,5880.00,"2021-08",
"K2-333 b","K2-333",,,14.75985900,,,6070.00,"2021-08",
"K2-333 b","K2-333",5.740,,14.75650149,8.10782788064e+02,,5790.70,"2021-08",
"K2-333 b","K2-333",5.300,,14.75959500,,,6070.00,"2021-08",
"K2-334 b","K2-334",5.000,,5.11382300,,,6890.00,"2021-08",
"K2-334 b","K2-334",5.650,,5.11398100,1.38000000000e+03,,6502.00,"2021-08",
"K2-334 b","K2-334",,,5.11384280,,,6890.00,"2021-08",
"K2-334 b","K2-334",5.671,,5.11383504,1.36987365706e+03,,6315.70,"2021-08",
"K2-342 b","K2-342",2.400,,11.56151400,,,6140.00,"2021-08",
"K2-342 b","K2-342",2.030,,11.56105200,8.61000000000e+02,,5920.00,"2021-08",
"K2-343 c","K2-343",2.440,,7.67689000,,,,"2021-08",
"K2-343 c","K2-343",2.020,,7.67697200,4.65000000000e+02,,3804.00,"2021-08",
"K2-343 c","K2-343",2.300,,7.67698400,,,3790.00,"2021-08",
"K2-344 b","K2-344",1.590,,3.35585000,7.22000000000e+02,,4374.00,"2021-08",
"K2-344 b","K2-344",1.915,,3.35572190,6.88000000000e+02,,3807.00,"2021-08",
"K2-344 b","K2-344",1.600,,3.35585400,,,3860.00,"2021-08",
"K2-348 b","K2-348",3.800,,4.68862500,,,5220.00,"2021-08",
"K2-348 b","K2-348",3.260,,4.68841800,9.08000000000e+02,,5077.00,"2021-08",
"K2-348 b","K2-348",3.361,,4.68863420,9.46000000000e+02,,4954.00,"2021-08",
"K2-348 c","K2-348",2.600,,12.55089600,,,5220.00,"2021-08",
"K2-348 c","K2-348",2.670,,12.55017100,6.55000000000e+02,,5077.00,"2021-08",
"K2-352 c","K2-352",2.000,,8.23648600,,,5930.00,"2021-08",
"K2-352 c","K2-352",1.920,,8.23488500,8.85000000000e+02,,5791.00,"2021-08",
"K2-352 d","K2-352",4.400,,14.86994300,,,5930.00,"2021-08",
"K2-352 d","K2-352",2.230,,14.87138700,7.27000000000e+02,,5791.00,"2021-08",
"G 9-40 b","G 9-40",,,5.74591200,,,3390.00,"2020-03",
"G 9-40 b","G 9-40",2.061,,5.74599450,3.93000000000e+02,,3413.00,"2020-03",
"G 9-40 b","G 9-40",,,5.74599960,,"M2.5 V",3348.00,"2020-03",
"G 9-40 b","G 9-40",1.900,4.00000,5.74599820,4.40600000000e+02,,3395.00,"2020-03",0.041800
"G 9-40 b","G 9-40",2.025,11.70000,5.74600700,4.56000000000e+02,"M2.5 V",3348.00,"2020-03",0.038500
"HD 80653 b","HD 80653",,,0.71959700,,,6080.00,"2020-01",
"HD 80653 b","HD 80653",1.613,5.72000,0.71957300,2.46300000000e+03,,5959.00,"2020-01",0.016610
"HD 80653 b","HD 80653",1.611,,0.71957121,2.30193999511e+03,,5910.00,"2020-01",
"HD 80653 b","HD 80653",1.613,5.60000,0.71957300,,"G2",,"2020-01",0.016600
"Kepler-21 b","Kepler-21",,,2.78582124,,,6248.42,"2012-02",
"Kepler-21 b","Kepler-21",1.720,,2.78581900,1.86300000000e+03,,6131.00,"2012-02",0.043000
"Kepler-21 b","Kepler-21",1.590,,2.78582169,1.78500000000e+03,,6131.00,"2012-02",0.042700
"Kepler-21 b","Kepler-21",1.590,,2.78582169,1.78500000000e+03,,6131.00,"2012-02",0.042700
"Kepler-21 b","Kepler-21",1.894,,,,,6202.00,"2012-02",
"Kepler-21 b","Kepler-21",1.590,,2.78582169,1.78500000000e+03,,6131.00,"2012-02",0.042700
"Kepler-21 b","Kepler-21",1.690,,2.78582124,1.78400000000e+03,,6202.00,"2012-02",0.040800
"Kepler-21 b","Kepler-21",1.635,10.40000,2.78575500,1.95600000000e+03,"F6 IV",6131.00,"2012-02",0.042507
"Kepler-21 b","Kepler-21",,,2.78581504,,,6248.42,"2012-02",
"Kepler-21 b","Kepler-21",1.570,,2.78582169,,,6162.00,"2012-02",
"Kepler-21 b","Kepler-21",1.639,7.50000,2.78582120,2.01500000000e+03,,6305.00,"2012-02",0.043400
"Kepler-21 b","Kepler-21",1.639,5.08000,2.78578000,2.02500000000e+03,,6305.00,"2012-02",0.042717
"Kepler-21 b","Kepler-21",1.654,,2.78582169,,,6202.00,"2012-02",0.041710
"Kepler-8 b","Kepler-8",14.830,,3.52249857,1.52100000000e+03,,6225.00,"2010-12",0.047300
"Kepler-8 b","Kepler-8",,,3.52249865,,,6179.00,"2010-12",
"Kepler-8 b","Kepler-8",14.830,,3.52249857,1.52100000000e+03,,6225.00,"2010-12",0.047300
"Kepler-8 b","Kepler-8",14.830,,3.52249857,1.52100000000e+03,,6225.00,"2010-12",0.047300
"Kepler-8 b","Kepler-8",15.789,,,,,6181.00,"2010-12",
"Kepler-8 b","Kepler-8",15.900,,3.52249913,1.53200000000e+03,,6025.00,"2010-12",0.047000
"Kepler-8 b","Kepler-8",15.872,187.51970,3.52249910,1.68000000000e+03,,6213.00,"2010-12",0.047400
